"gene","GO_Description"
"evm.TU.Ap9.1453","Nucleoside diphosphate kinase B OS=Pongo abelii GN=NME2 PE=2 SV=1"
"evm.TU.Ap9.1451","Protein ZGRF1 OS=Mus musculus GN=Zgrf1 PE=1 SV=2"
"evm.TU.Ap9.1456","Versican core protein OS=Gallus gallus GN=VCAN PE=2 SV=1"
"evm.TU.Ap9.1457","Protein tyrosine phosphatase type IVA 1 OS=Pongo abelii GN=PTP4A1 PE=2 SV=1"
"evm.TU.Ap9.1454","Pancreatic secretory granule membrane major glycoprotein GP2 OS=Canis lupus familiaris GN=GP2 PE=1 SV=1"
"evm.TU.Ap9.1455",NA
"evm.TU.Ap9.1385_evm.TU.Ap9.1382",NA
"evm.TU.Ap9.2339",NA
"evm.TU.Ap9.2333",NA
"evm.TU.Ap9.2335","Glutathione S-transferase OS=Plasmodium falciparum (isolate 3D7) GN=GST PE=3 SV=1"
"evm.TU.Ap9.515","Transposon TX1 uncharacterized 149 kDa protein OS=Xenopus laevis PE=4 SV=1"
"evm.TU.Ap9.514","Transposon TX1 uncharacterized 149 kDa protein OS=Xenopus laevis PE=4 SV=1"
"evm.TU.Ap9.513",NA
"evm.TU.Ap9.512","Aggrecan core protein OS=Canis lupus familiaris GN=ACAN PE=2 SV=2"
"evm.TU.Ap9.511",NA
"evm.TU.Ap9.510","Fibrillin-2 OS=Homo sapiens GN=FBN2 PE=1 SV=3"
"evm.TU.Ap9.2239",NA
"evm.TU.Ap9.2238","Signal transducing adapter molecule 1 OS=Homo sapiens GN=STAM PE=1 SV=3"
"evm.TU.Ap9.2233",NA
"evm.TU.Ap9.2232",NA
"evm.TU.Ap9.2231",NA
"evm.TU.Ap9.2230","Apelin receptor A OS=Xenopus laevis GN=aplnr-a PE=1 SV=2"
"evm.TU.Ap9.2237","Progestin and adipoQ receptor family member 4 OS=Homo sapiens GN=PAQR4 PE=2 SV=3"
"evm.TU.Ap9.2236",NA
"evm.TU.Ap9.2235","COX assembly mitochondrial protein homolog OS=Bos taurus GN=CMC1 PE=3 SV=1"
"evm.TU.Ap9.2234",NA
"evm.TU.Ap9.1538",NA
"evm.TU.Ap9.1152",NA
"evm.TU.Ap9.1232","Protein fem-1 homolog B OS=Gallus gallus GN=FEM1B PE=2 SV=1"
"evm.TU.Ap9.1233","Protein fem-1 homolog B OS=Xenopus laevis GN=fem1b PE=2 SV=1"
"evm.TU.Ap9.1230","Myotubularin-related protein 9 OS=Homo sapiens GN=MTMR9 PE=1 SV=1"
"evm.TU.Ap9.1231","Ubiquinol-cytochrome-c reductase complex assembly factor 2 OS=Bos taurus GN=UQCC2 PE=2 SV=1"
"evm.TU.Ap9.1236","Retrovirus-related Pol polyprotein from transposon 412 OS=Drosophila melanogaster GN=POL PE=3 SV=1"
"evm.TU.Ap9.1237","Uncharacterized protein K02A2.6 OS=Caenorhabditis elegans GN=K02A2.6 PE=4 SV=1"
"evm.TU.Ap9.1234","Protein fem-1 homolog B OS=Gallus gallus GN=FEM1B PE=2 SV=1"
"evm.TU.Ap9.1235","Uncharacterized protein K02A2.6 OS=Caenorhabditis elegans GN=K02A2.6 PE=4 SV=1"
"evm.TU.Ap9.1238","Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3 OS=Homo sapiens GN=B3GAT3 PE=1 SV=2"
"evm.TU.Ap9.1239","Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3 OS=Homo sapiens GN=B3GAT3 PE=1 SV=2"
"evm.TU.Ap9.1799",NA
"evm.TU.Ap9.1798",NA
"evm.TU.Ap9.1795",NA
"evm.TU.Ap9.1794",NA
"evm.TU.Ap9.1797",NA
"evm.TU.Ap9.1796",NA
"evm.TU.Ap9.1791","Transposon TX1 uncharacterized 149 kDa protein OS=Xenopus laevis PE=4 SV=1"
"evm.TU.Ap9.1790",NA
"evm.TU.Ap9.1793","Pygopus homolog 2 OS=Homo sapiens GN=PYGO2 PE=1 SV=2"
"evm.TU.Ap9.1792",NA
"evm.TU.Ap9.1809","Adhesion G-protein coupled receptor D1 OS=Bos taurus GN=ADGRD1 PE=2 SV=1"
"evm.TU.Ap9.1808","Kynureninase OS=Nematostella vectensis GN=kynu PE=3 SV=1"
"evm.TU.Ap9.2648",NA
"evm.TU.Ap9.2649",NA
"evm.TU.Ap9.2646","Adipocyte enhancer-binding protein 1 OS=Rattus norvegicus GN=Aebp1 PE=2 SV=1"
"evm.TU.Ap9.2647.1.5f15e8a9","Probable E3 ubiquitin-protein ligase HERC4 OS=Mus musculus GN=Herc4 PE=1 SV=2"
"evm.TU.Ap9.2647","Probable E3 ubiquitin-protein ligase HERC4 OS=Mus musculus GN=Herc4 PE=1 SV=2"
"evm.TU.Ap9.2644",NA
"evm.TU.Ap9.2645","Protein scribble homolog OS=Mus musculus GN=Scrib PE=1 SV=2"
"evm.TU.Ap9.2642",NA
"evm.TU.Ap9.2643","N-acylneuraminate-9-phosphatase OS=Rattus norvegicus GN=Nanp PE=1 SV=1"
"evm.TU.Ap9.2640",NA
"evm.TU.Ap9.2641","Neuropeptide Y receptor type 2 OS=Mus musculus GN=Npy2r PE=2 SV=2"
"evm.TU.Ap9.944","Neurogenic locus Notch protein OS=Drosophila melanogaster GN=N PE=1 SV=3"
"evm.TU.Ap9.945","Uromodulin OS=Homo sapiens GN=UMOD PE=1 SV=1"
"evm.TU.Ap9.940",NA
"evm.TU.Ap9.941",NA
"evm.TU.Ap9.942","Protein HEG homolog 1 OS=Mus musculus GN=Heg1 PE=1 SV=1"
"evm.TU.Ap9.943","Fibropellin-1 OS=Strongylocentrotus purpuratus GN=EGF1 PE=1 SV=2"
"evm.TU.Ap9.1305","Hemicentin-2 OS=Homo sapiens GN=HMCN2 PE=2 SV=3"
"evm.TU.Ap9.1301","Failed axon connections OS=Drosophila melanogaster GN=fax PE=1 SV=1"
"evm.TU.Ap9.599","Retrovirus-related Pol polyprotein from transposon 17.6 OS=Drosophila melanogaster GN=pol PE=3 SV=1"
"evm.TU.Ap9.597",NA
"evm.TU.Ap9.596",NA
"evm.TU.Ap9.595",NA
"evm.TU.Ap9.594",NA
"evm.TU.Ap9.593","Uromodulin OS=Mus musculus GN=Umod PE=1 SV=1"
"evm.TU.Ap9.591",NA
"evm.TU.Ap9.590","Melanopsin-B OS=Gadus morhua GN=opn4b PE=2 SV=1"
"evm.TU.Ap9.1388",NA
"evm.TU.Ap9.1389",NA
"evm.TU.Ap9.1654",NA
"evm.TU.Ap9.1655",NA
"evm.TU.Ap9.1656","E3 ubiquitin-protein ligase DZIP3 OS=Homo sapiens GN=DZIP3 PE=1 SV=2"
"evm.TU.Ap9.1657",NA
"evm.TU.Ap9.1650",NA
"evm.TU.Ap9.1651",NA
"evm.TU.Ap9.1652",NA
"evm.TU.Ap9.1653",NA
"evm.TU.Ap9.1658","Probable N-acetyltransferase CML2 OS=Rattus norvegicus GN=Cml2 PE=3 SV=1"
"evm.TU.Ap9.1659",NA
"evm.TU.Ap9.189","AAC-rich mRNA clone AAC4 protein OS=Dictyostelium discoideum GN=AAC4 PE=2 SV=3"
"evm.TU.Ap9.1229","HCLS1-binding protein 3 OS=Homo sapiens GN=HS1BP3 PE=1 SV=1"
"evm.TU.Ap9.183",NA
"evm.TU.Ap9.919","Hemicentin-1 OS=Mus musculus GN=Hmcn1 PE=1 SV=1"
"evm.TU.Ap9.2603",NA
"evm.TU.Ap9.759",NA
"evm.TU.Ap9.758","Pancreatic secretory granule membrane major glycoprotein GP2 OS=Canis lupus familiaris GN=GP2 PE=1 SV=1"
"evm.TU.Ap9.755","Kinase D-interacting substrate of 220 kDa OS=Homo sapiens GN=KIDINS220 PE=1 SV=3"
"evm.TU.Ap9.754","Uncharacterized protein 071L OS=Invertebrate iridescent virus 3 GN=IIV3-071L PE=3 SV=1"
"evm.TU.Ap9.757","Tenascin-R OS=Homo sapiens GN=TNR PE=1 SV=3"
"evm.TU.Ap9.756","D-inositol 3-phosphate glycosyltransferase OS=Paenarthrobacter aurescens (strain TC1) GN=mshA PE=3 SV=1"
"evm.TU.Ap9.751","Ankyrin-2 OS=Homo sapiens GN=ANK2 PE=1 SV=4"
"evm.TU.Ap9.750","Ankyrin-3 OS=Rattus norvegicus GN=Ank3 PE=1 SV=3"
"evm.TU.Ap9.753",NA
"evm.TU.Ap9.752",NA
"evm.TU.Ap9.2039","Trihelix transcription factor GTL1 OS=Arabidopsis thaliana GN=GTL1 PE=1 SV=2"
"evm.TU.Ap9.2038","Protein ALP1-like OS=Arabidopsis thaliana GN=At3g55350 PE=2 SV=1"
"evm.TU.Ap9.1717",NA
"evm.TU.Ap9.1716",NA
"evm.TU.Ap9.1711","Interferon regulatory factor 1 OS=Gallus gallus GN=IRF1 PE=2 SV=1"
"evm.TU.Ap9.1710","Interferon regulatory factor 2 OS=Gallus gallus GN=IRF2 PE=2 SV=1"
"evm.TU.Ap9.501",NA
"evm.TU.Ap9.254",NA
"evm.TU.Ap9.255",NA
"evm.TU.Ap9.256","Hemicentin-1 OS=Mus musculus GN=Hmcn1 PE=1 SV=1"
"evm.TU.Ap9.257","Proprotein convertase subtilisin/kexin type 6 OS=Homo sapiens GN=PCSK6 PE=1 SV=1"
"evm.TU.Ap9.250","Enoyl-CoA hydratase domain-containing protein 3, mitochondrial OS=Mus musculus GN=Echdc3 PE=1 SV=1"
"evm.TU.Ap9.251","Sentrin-specific protease 2 OS=Pongo abelii GN=SENP2 PE=2 SV=1"
"evm.TU.Ap9.252",NA
"evm.TU.Ap9.253",NA
"evm.TU.Ap9.258",NA
"evm.TU.Ap9.259","Proprotein convertase subtilisin/kexin type 5 OS=Rattus norvegicus GN=Pcsk5 PE=2 SV=3"
"evm.TU.Ap9.259.2.5f15e61e","Proprotein convertase subtilisin/kexin type 5 OS=Rattus norvegicus GN=Pcsk5 PE=2 SV=3"
"evm.TU.Ap9.259.1.5f15e61d","Proprotein convertase subtilisin/kexin type 5 OS=Mus musculus GN=Pcsk5 PE=1 SV=3"
"evm.TU.Ap9.2378",NA
"evm.TU.Ap9.2379",NA
"evm.TU.Ap9.2376",NA
"evm.TU.Ap9.2377",NA
"evm.TU.Ap9.2374","Peroxidasin homolog OS=Mus musculus GN=Pxdn PE=1 SV=2"
"evm.TU.Ap9.2375",NA
"evm.TU.Ap9.2372",NA
"evm.TU.Ap9.2373",NA
"evm.TU.Ap9.2370",NA
"evm.TU.Ap9.2371",NA
"evm.TU.Ap9.2137","Peroxidasin homolog OS=Homo sapiens GN=PXDN PE=1 SV=2"
"evm.TU.Ap9.980","Transmembrane protein 241 OS=Xenopus laevis GN=tmem241 PE=2 SV=1"
"evm.TU.Ap9.984",NA
"evm.TU.Ap9.985",NA
"evm.TU.Ap9.2682","Protein Mpv17 OS=Danio rerio GN=mpv17 PE=2 SV=1"
"evm.TU.Ap9.2683",NA
"evm.TU.Ap9.2680",NA
"evm.TU.Ap9.2681",NA
"evm.TU.Ap9.2686","Solute carrier family 25 member 51 OS=Homo sapiens GN=SLC25A51 PE=2 SV=1"
"evm.TU.Ap9.2684","Protein Mpv17 OS=Xenopus laevis GN=mpv17 PE=2 SV=2"
"evm.TU.Ap9.2685","Protein BTN1 OS=Gibberella zeae (strain PH-1 / ATCC MYA-4620 / FGSC 9075 / NRRL 31084) GN=BTN1 PE=3 SV=2"
"evm.TU.Ap9.1863",NA
"evm.TU.Ap9.1862",NA
"evm.TU.Ap9.1861",NA
"evm.TU.Ap9.1860",NA
"evm.TU.Ap9.1867",NA
"evm.TU.Ap9.1866",NA
"evm.TU.Ap9.1865","52 kDa repressor of the inhibitor of the protein kinase OS=Homo sapiens GN=THAP12 PE=1 SV=2"
"evm.TU.Ap9.1864",NA
"evm.TU.Ap9.492",NA
"evm.TU.Ap9.493","Stimulated by retinoic acid gene 6 protein-like OS=Mus musculus GN=Stra6l PE=1 SV=1"
"evm.TU.Ap9.490",NA
"evm.TU.Ap9.491","Aggrecan core protein OS=Gallus gallus GN=ACAN PE=1 SV=2"
"evm.TU.Ap9.496","Ras-related GTP-binding protein C OS=Homo sapiens GN=RRAGC PE=1 SV=1"
"evm.TU.Ap9.497","Calmodulin-like protein 3 OS=Homo sapiens GN=CALML3 PE=1 SV=2"
"evm.TU.Ap9.494","Stimulated by retinoic acid gene 6 protein-like OS=Mus musculus GN=Stra6l PE=1 SV=1"
"evm.TU.Ap9.495","Stimulated by retinoic acid gene 6 protein-like OS=Mus musculus GN=Stra6l PE=1 SV=1"
"evm.TU.Ap9.498","Potassium voltage-gated channel subfamily A member 1 OS=Homo sapiens GN=KCNA1 PE=1 SV=2"
"evm.TU.Ap9.499","Potassium voltage-gated channel subfamily A member 2 OS=Homo sapiens GN=KCNA2 PE=1 SV=2"
"evm.TU.Ap9.2170",NA
"evm.TU.Ap9.2171",NA
"evm.TU.Ap9.2172","DNA replication licensing factor MCM3 OS=Mus musculus GN=Mcm3 PE=1 SV=2"
"evm.TU.Ap9.2173","Biogenesis of lysosome-related organelles complex 1 subunit 5 OS=Nematostella vectensis GN=bloc1s5 PE=3 SV=1"
"evm.TU.Ap9.2174","F-box only protein 43 OS=Xenopus laevis GN=fbxo43 PE=1 SV=1"
"evm.TU.Ap9.2175","Polyadenylate-binding protein 4 OS=Homo sapiens GN=PABPC4 PE=1 SV=1"
"evm.TU.Ap9.2176",NA
"evm.TU.Ap9.2177",NA
"evm.TU.Ap9.2178","Collagen-like protein 7 OS=Acanthamoeba polyphaga mimivirus GN=MIMI_L669 PE=4 SV=1"
"evm.TU.Ap9.2179",NA
"evm.TU.Ap9.1240_evm.TU.Ap9.1241","E3 ubiquitin-protein ligase mib1 OS=Danio rerio GN=mib1 PE=1 SV=1"
"evm.TU.Ap9.1526",NA
"evm.TU.Ap9.1524","52 kDa repressor of the inhibitor of the protein kinase OS=Homo sapiens GN=THAP12 PE=1 SV=2"
"evm.TU.Ap9.1525",NA
"evm.TU.Ap9.1522",NA
"evm.TU.Ap9.1520",NA
"evm.TU.Ap9.1528",NA
"evm.TU.Ap9.1856",NA
"evm.TU.Ap9.2634","Uronyl 2-sulfotransferase OS=Mus musculus GN=Ust PE=2 SV=3"
"evm.TU.Ap9.1561","Fibropellin-1 OS=Strongylocentrotus purpuratus GN=EGF1 PE=1 SV=2"
"evm.TU.Ap9.860","Uromodulin OS=Bos taurus GN=UMOD PE=2 SV=1"
"evm.TU.Ap9.918",NA
"evm.TU.Ap9.1193_evm.TU.Ap9.1194","Serrate RNA effector molecule homolog OS=Pongo abelii GN=SRRT PE=2 SV=1"
"evm.TU.Ap9.911",NA
"evm.TU.Ap9.910","Cholinesterase OS=Panthera tigris tigris GN=BCHE PE=2 SV=1"
"evm.TU.Ap9.2250","Beta-2 adrenergic receptor OS=Homo sapiens GN=ADRB2 PE=1 SV=3"
"evm.TU.Ap9.1306",NA
"evm.TU.Ap9.1307",NA
"evm.TU.Ap9.1304",NA
"evm.TU.Ap9.1302","Failed axon connections homolog OS=Homo sapiens GN=FAXC PE=2 SV=2"
"evm.TU.Ap9.1303","Hemicentin-2 OS=Homo sapiens GN=HMCN2 PE=2 SV=3"
"evm.TU.Ap9.1300","Failed axon connections homolog OS=Homo sapiens GN=FAXC PE=2 SV=2"
"evm.TU.Ap9.1308",NA
"evm.TU.Ap9.1309",NA
"evm.TU.Ap9.2457","Signal recognition particle 9 kDa protein OS=Caenorhabditis elegans GN=ZK512.4 PE=3 SV=1"
"evm.TU.Ap9.2456","AP-1 complex-associated regulatory protein OS=Homo sapiens GN=AP1AR PE=1 SV=1"
"evm.TU.Ap9.2455","RalA-binding protein 1 OS=Homo sapiens GN=RALBP1 PE=1 SV=3"
"evm.TU.Ap9.2454","UPF0602 protein C4orf47 homolog OS=Xenopus laevis PE=2 SV=1"
"evm.TU.Ap9.2453","Thioredoxin domain-containing protein 15 OS=Rattus norvegicus GN=Txndc15 PE=2 SV=1"
"evm.TU.Ap9.2452","Beta-1,4-galactosyltransferase 5 OS=Mus musculus GN=B4galt5 PE=2 SV=2"
"evm.TU.Ap9.2451","Inactive ubiquitin carboxyl-terminal hydrolase 54 OS=Rattus norvegicus GN=Usp54 PE=1 SV=2"
"evm.TU.Ap9.2450","Spermatogenesis-associated protein 6 OS=Homo sapiens GN=SPATA6 PE=1 SV=1"
"evm.TU.Ap9.2459","Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 4 OS=Mus musculus GN=Ndst4 PE=2 SV=2"
"evm.TU.Ap9.2458","Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase OS=Drosophila melanogaster GN=sfl PE=1 SV=1"
"evm.TU.Ap9.22","TPR and ankyrin repeat-containing protein 1 OS=Homo sapiens GN=TRANK1 PE=2 SV=4"
"evm.TU.Ap9.23","TPR and ankyrin repeat-containing protein 1 OS=Mus musculus GN=Trank1 PE=2 SV=3"
"evm.TU.Ap9.20","Dual specificity protein kinase CLK2 OS=Mus musculus GN=Clk2 PE=1 SV=2"
"evm.TU.Ap9.21",NA
"evm.TU.Ap9.26",NA
"evm.TU.Ap9.27","Translocating chain-associated membrane protein 1-like 1 OS=Xenopus laevis GN=tram1l1 PE=2 SV=1"
"evm.TU.Ap9.24","Translocating chain-associated membrane protein 1-like 1 OS=Xenopus laevis GN=tram1l1 PE=2 SV=1"
"evm.TU.Ap9.25",NA
"evm.TU.Ap9.28","Phosphatidylserine synthase 1 OS=Danio rerio GN=ptdss1 PE=2 SV=2"
"evm.TU.Ap9.29","60S ribosomal protein L11 OS=Drosophila melanogaster GN=RpL11 PE=1 SV=2"
"evm.TU.Ap9.1384",NA
"evm.TU.Ap9.1481",NA
"evm.TU.Ap9.1480","Probable G-protein coupled receptor 19 OS=Mus musculus GN=Gpr19 PE=2 SV=2"
"evm.TU.Ap9.1483",NA
"evm.TU.Ap9.1482",NA
"evm.TU.Ap9.1484","Adenosine receptor A3 OS=Ovis aries GN=ADORA3 PE=2 SV=1"
"evm.TU.Ap9.1045","Transposon TX1 uncharacterized 149 kDa protein OS=Xenopus laevis PE=4 SV=1"
"evm.TU.Ap9.1044","Protein unc-13 homolog C OS=Rattus norvegicus GN=Unc13c PE=1 SV=3"
"evm.TU.Ap9.1048","Myosin light chain kinase, smooth muscle OS=Oryctolagus cuniculus GN=MYLK PE=1 SV=2"
"evm.TU.Ap9.939",NA
"evm.TU.Ap9.938",NA
"evm.TU.Ap9.2477","Macrophage receptor MARCO OS=Homo sapiens GN=MARCO PE=1 SV=1"
"evm.TU.Ap9.570_evm.TU.Ap9.571.1.5f16872a",NA
"evm.TU.Ap9.570_evm.TU.Ap9.571",NA
"evm.TU.Ap9.2022",NA
"evm.TU.Ap9.2023",NA
"evm.TU.Ap9.2020",NA
"evm.TU.Ap9.1117","Protein pangolin, isoform J OS=Drosophila melanogaster GN=pan PE=1 SV=2"
"evm.TU.Ap9.1116","Vesicle transport through interaction with t-SNAREs homolog 1A OS=Homo sapiens GN=VTI1A PE=1 SV=2"
"evm.TU.Ap9.1113","Solute carrier organic anion transporter family member 4A1 OS=Mus musculus GN=Slco4a1 PE=1 SV=2"
"evm.TU.Ap9.1112",NA
"evm.TU.Ap9.1111","60S ribosomal protein L34 OS=Mus musculus GN=Rpl34 PE=1 SV=2"
"evm.TU.Ap9.2024","Uncharacterized protein 259R OS=Invertebrate iridescent virus 6 GN=IIV6-259R PE=3 SV=1"
"evm.TU.Ap9.1020","Elongation factor 1-alpha OS=Danio rerio GN=eef1a PE=2 SV=1"
"evm.TU.Ap9.879",NA
"evm.TU.Ap9.418","Insoluble matrix shell protein 1 (Fragment) OS=Ruditapes philippinarum PE=1 SV=1"
"evm.TU.Ap9.419",NA
"evm.TU.Ap9.412",NA
"evm.TU.Ap9.413","Meiotic recombination protein REC114 OS=Homo sapiens GN=REC114 PE=2 SV=2"
"evm.TU.Ap9.410",NA
"evm.TU.Ap9.411",NA
"evm.TU.Ap9.416",NA
"evm.TU.Ap9.417","Insoluble matrix shell protein 1 (Fragment) OS=Ruditapes philippinarum PE=1 SV=1"
"evm.TU.Ap9.414","Dyslexia-associated protein KIAA0319-like protein OS=Mus musculus GN=Kiaa0319l PE=1 SV=1"
"evm.TU.Ap9.414.1.5f15e653","Dyslexia-associated protein KIAA0319-like protein OS=Mus musculus GN=Kiaa0319l PE=1 SV=1"
"evm.TU.Ap9.415","Insoluble matrix shell protein 1 (Fragment) OS=Ruditapes philippinarum PE=1 SV=1"
"evm.TU.Ap9.1979","PI-PLC X domain-containing protein 1 OS=Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) GN=ARB_04618 PE=1 SV=1"
"evm.TU.Ap9.1978","Aggrecan core protein OS=Rattus norvegicus GN=Acan PE=1 SV=2"
"evm.TU.Ap9.1971",NA
"evm.TU.Ap9.1972",NA
"evm.TU.Ap9.1975",NA
"evm.TU.Ap9.1974",NA
"evm.TU.Ap9.2093",NA
"evm.TU.Ap9.2092",NA
"evm.TU.Ap9.2099","Retrovirus-related Pol polyprotein from transposon opus OS=Drosophila melanogaster GN=pol PE=3 SV=1"
"evm.TU.Ap9.1213","Hemicentin-2 OS=Mus musculus GN=Hmcn2 PE=1 SV=1"
"evm.TU.Ap9.198","Sorting nexin-17 OS=Danio rerio GN=snx17 PE=2 SV=1"
"evm.TU.Ap9.1700","General transcription factor 3C polypeptide 2 OS=Homo sapiens GN=GTF3C2 PE=1 SV=2"
"evm.TU.Ap9.1700.1.5f15e7df","General transcription factor 3C polypeptide 2 OS=Homo sapiens GN=GTF3C2 PE=1 SV=2"
"evm.TU.Ap9.1701","Pancreatic secretory granule membrane major glycoprotein GP2 OS=Canis lupus familiaris GN=GP2 PE=1 SV=1"
"evm.TU.Ap9.1706","Probable RNA-directed DNA polymerase from transposon BS OS=Drosophila melanogaster GN=RTase PE=2 SV=1"
"evm.TU.Ap9.1707",NA
"evm.TU.Ap9.2703",NA
"evm.TU.Ap9.351","Fibronectin type III domain-containing protein OS=Acropora millepora PE=1 SV=1"
"evm.TU.Ap9.350",NA
"evm.TU.Ap9.353",NA
"evm.TU.Ap9.352",NA
"evm.TU.Ap9.355",NA
"evm.TU.Ap9.354",NA
"evm.TU.Ap9.357",NA
"evm.TU.Ap9.356","Fibrillin-1 OS=Mus musculus GN=Fbn1 PE=1 SV=2"
"evm.TU.Ap9.359",NA
"evm.TU.Ap9.358","Fibrillin-1 OS=Bos taurus GN=FBN1 PE=1 SV=2"
"evm.TU.Ap9.2701",NA
"evm.TU.Ap9.846","Probable RNA-directed DNA polymerase from transposon BS OS=Drosophila melanogaster GN=RTase PE=2 SV=1"
"evm.TU.Ap9.841","Cytochrome P450 4V2 OS=Mus musculus GN=Cyp4v2 PE=1 SV=1"
"evm.TU.Ap9.840",NA
"evm.TU.Ap9.843","Putative tyrosinase-like protein tyr-3 OS=Caenorhabditis elegans GN=tyr-3 PE=3 SV=5"
"evm.TU.Ap9.849","Cofilin OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=cof1 PE=1 SV=1"
"evm.TU.Ap9.848","Epidermal growth factor-like protein 6 OS=Mus musculus GN=Egfl6 PE=1 SV=1"
"evm.TU.Ap9.182",NA
"evm.TU.Ap9.2548","Ankyrin repeat and SOCS box protein 7 OS=Macaca fascicularis GN=ASB7 PE=2 SV=1"
"evm.TU.Ap9.2545","D-inositol 3-phosphate glycosyltransferase OS=Nocardia farcinica (strain IFM 10152) GN=mshA PE=3 SV=1"
"evm.TU.Ap9.2544",NA
"evm.TU.Ap9.2547","Uncharacterized protein C2orf81 homolog OS=Rattus norvegicus PE=1 SV=1"
"evm.TU.Ap9.2546","Death-inducer obliterator 1 OS=Mus musculus GN=Dido1 PE=1 SV=4"
"evm.TU.Ap9.2541",NA
"evm.TU.Ap9.2540",NA
"evm.TU.Ap9.2543","Putative uncharacterized transposon-derived protein F54H12.3 OS=Caenorhabditis elegans GN=F54H12.3 PE=5 SV=1"
"evm.TU.Ap9.2542",NA
"evm.TU.Ap9.2705",NA
"evm.TU.Ap9.282",NA
"evm.TU.Ap9.1450","Extracellular calcium-sensing receptor OS=Rattus norvegicus GN=Casr PE=1 SV=1"
"evm.TU.Ap9.280","Proprotein convertase subtilisin/kexin type 5 OS=Rattus norvegicus GN=Pcsk5 PE=2 SV=3"
"evm.TU.Ap9.629",NA
"evm.TU.Ap9.628",NA
"evm.TU.Ap9.621",NA
"evm.TU.Ap9.620",NA
"evm.TU.Ap9.623",NA
"evm.TU.Ap9.625",NA
"evm.TU.Ap9.624",NA
"evm.TU.Ap9.627","Putative uncharacterized transposon-derived protein F54H12.3 OS=Caenorhabditis elegans GN=F54H12.3 PE=5 SV=1"
"evm.TU.Ap9.626",NA
"evm.TU.Ap9.2729","Arachidonate 5-lipoxygenase OS=Homo sapiens GN=ALOX5 PE=1 SV=2"
"evm.TU.Ap9.2721",NA
"evm.TU.Ap9.2720","Scavenger receptor cysteine-rich type 1 protein M130 OS=Chlorocebus aethiops GN=CD163 PE=2 SV=1"
"evm.TU.Ap9.2723",NA
"evm.TU.Ap9.2722","Retrovirus-related Pol polyprotein from transposon opus OS=Drosophila melanogaster GN=pol PE=3 SV=1"
"evm.TU.Ap9.2727",NA
"evm.TU.Ap9.2726",NA
"evm.TU.Ap9.1409",NA
"evm.TU.Ap9.1408",NA
"evm.TU.Ap9.1401","Prolyl endopeptidase OS=Homo sapiens GN=PREP PE=1 SV=2"
"evm.TU.Ap9.1400","TNFAIP3-interacting protein 1 OS=Mus musculus GN=Tnip1 PE=1 SV=1"
"evm.TU.Ap9.1400.1.5f15e789","TNFAIP3-interacting protein 1 OS=Mus musculus GN=Tnip1 PE=1 SV=1"
"evm.TU.Ap9.1403",NA
"evm.TU.Ap9.1402",NA
"evm.TU.Ap9.1405",NA
"evm.TU.Ap9.1404","TNFAIP3-interacting protein 1 OS=Mus musculus GN=Tnip1 PE=1 SV=1"
"evm.TU.Ap9.1407",NA
"evm.TU.Ap9.1406",NA
"evm.TU.Ap9.1115","Phospholipase ABHD3 OS=Homo sapiens GN=ABHD3 PE=1 SV=2"
"evm.TU.Ap9.1114","Double-stranded RNA-binding protein Staufen homolog 2 OS=Danio rerio GN=stau2 PE=2 SV=2"
"evm.TU.Ap9.1119","Cysteine-rich protein 1 OS=Bos taurus GN=CRIP1 PE=3 SV=3"
"evm.TU.Ap9.1118.1.5f15e724","Cysteine-rich protein 1 OS=Mus musculus GN=Crip1 PE=1 SV=2"
"evm.TU.Ap9.1118","Cysteine-rich protein 1 OS=Mus musculus GN=Crip1 PE=1 SV=2"
"evm.TU.Ap9.2613","Tetratricopeptide repeat protein 39C OS=Homo sapiens GN=TTC39C PE=2 SV=2"
"evm.TU.Ap9.2344","Glutathione S-transferase OS=Plasmodium falciparum (isolate 3D7) GN=GST PE=3 SV=1"
"evm.TU.Ap9.128",NA
"evm.TU.Ap9.129","Fibroblast growth factor 1 (Fragment) OS=Notophthalmus viridescens GN=fgf1 PE=1 SV=1"
"evm.TU.Ap9.123",NA
"evm.TU.Ap9.126",NA
"evm.TU.Ap9.127",NA
"evm.TU.Ap9.124","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 OS=Bos taurus GN=RPN2 PE=2 SV=1"
"evm.TU.Ap9.124.1.5f15e5c1","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 OS=Bos taurus GN=RPN2 PE=2 SV=1"
"evm.TU.Ap9.125",NA
"evm.TU.Ap9.1269",NA
"evm.TU.Ap9.2086",NA
"evm.TU.Ap9.2087",NA
"evm.TU.Ap9.2080","Atrial natriuretic peptide receptor 2 OS=Bos taurus GN=NPR2 PE=2 SV=1"
"evm.TU.Ap9.2081",NA
"evm.TU.Ap9.2082",NA
"evm.TU.Ap9.1261",NA
"evm.TU.Ap9.1260",NA
"evm.TU.Ap9.1263",NA
